gene_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode18,barcode19,barcode20,barcode21
BambuGene1378,95.91891891891892,20.834834834834837,87.11111111111111,90.05405405405405,166.25525525525524,83.14114114114113,99.32432432432432,27.333333333333332,73.9149149149149,101.85485485485485,50.750750750750754,49.97097097097097,78.02502502502503,52.7987987987988,29.742742742742745
BambuGene138,43.38038038038038,39.0,81.0,24.0,36.0,80.06806806806807,59.97497497497498,,30.846846846846848,26.0,56.36036036036036,,,,
BambuGene1384,66.0,,,,,,,,,,,,,,
BambuGene1386,72.70970970970971,30.0,112.06606606606607,100.0,,,,,,,86.0,,,,
BambuGene1388,,,,112.995995995996,56.0,38.0,,,,,93.0,,,,
BambuGene1396,78.71871871871872,64.996996996997,65.51251251251252,67.12212212212212,83.26026026026025,90.8918918918919,46.94694694694695,96.6106106106106,56.890890890890894,49.60660660660661,88.4104104104104,69.70970970970971,66.91791791791792,66.85985985985985,66.67867867867868
BambuGene1400,86.74774774774775,115.0,,106.4914914914915,,,,,,,,,,,
BambuGene1419,,,,,54.8968968968969,,,56.92892892892893,,71.10210210210211,,,,,
BambuGene142,57.86786786786787,,,,,,90.16216216216216,34.213213213213216,,134.33333333333331,,,,,
BambuGene1430,,,,109.93193193193194,,74.43343343343344,79.97097097097097,,,,38.03603603603604,,,,
BambuGene1434,,3.994994994994995,,,,,,,,,,,,,
BambuGene1436,56.58258258258258,73.0,,49.0,,77.25225225225225,,,58.234234234234236,,104.0,,,,
BambuGene1444,82.56756756756756,21.0,115.0,42.6036036036036,96.64864864864865,71.53653653653653,54.111111111111114,,143.96496496496496,31.814814814814817,61.24524524524524,79.04804804804806,79.0,,
BambuGene145,,,,,57.81681681681682,,,13.0,,33.492492492492495,73.74174174174175,,,,
BambuGene1451,67.31531531531532,,56.0,114.0,,,,,85.0,,46.97197197197197,,,,
BambuGene1453,31.0,,68.44344344344344,98.65265265265265,,73.01801801801801,79.48648648648648,85.0,,,76.0,,,,
BambuGene1455,44.0,,,73.15315315315316,,83.3033033033033,,,151.0,,75.29329329329329,,,,
BambuGene1458,67.43243243243244,54.35935935935936,62.12412412412413,72.58258258258257,87.98498498498499,76.03903903903904,67.68468468468468,52.01501501501502,54.888888888888886,45.0,45.8008008008008,71.67267267267268,91.16216216216216,51.468468468468465,91.98798798798798
BambuGene1491,56.995995995996,,,74.0,72.82882882882882,163.0,,53.0,,,95.1981981981982,,,,
BambuGene1497,15.0,,,,68.0,43.0,,,117.8028028028028,,71.0,,,,
BambuGene1499,,,,,,,,,111.992992992993,,50.0,,,,
BambuGene1505,17.0,,43.0,115.62062062062063,78.78378378378379,113.3993993993994,81.4054054054054,57.289289289289286,97.97597597597598,116.96196196196198,138.25225225225228,76.0,124.02002002002001,116.10310310310311,
BambuGene1518,128.4894894894895,27.31831831831832,147.3113113113113,86.04204204204204,85.72672672672672,64.52952952952953,39.0,93.51651651651652,42.2972972972973,115.53553553553553,170.77277277277278,112.67367367367368,95.51651651651652,114.0,
BambuGene1526,35.83183183183183,97.25225225225225,103.85685685685687,110.88888888888889,88.06606606606607,52.97597597597597,,73.78178178178179,54.71671671671672,88.86686686686687,79.006006006006,,,,
BambuGene1532,66.07007007007007,97.0,72.47847847847848,155.0,144.0,163.95795795795794,105.13013013013014,54.31531531531532,60.55755755755756,99.49349349349349,69.6056056056056,,,,
BambuGene1536,51.98798798798799,94.0,,,,,75.0,,,,56.0,85.97697697697697,109.95095095095095,,
BambuGene1540,70.37837837837837,77.10310310310311,58.95195195195195,61.648648648648646,51.47847847847848,46.94594594594595,53.492492492492495,63.28228228228228,64.28728728728728,35.068068068068065,66.42942942942943,70.75175175175175,52.55855855855856,61.785785785785784,72.993993993994
BambuGene155,,,,,66.49149149149149,88.98298298298297,,141.56456456456456,,32.0,40.0,,,,
BambuGene1553,66.16216216216216,94.14114114114115,51.351351351351354,84.54454454454455,75.97697697697697,87.44444444444446,98.8108108108108,70.71671671671672,63.54054054054054,91.09309309309309,60.3033033033033,,,,
BambuGene1557,10.146146146146146,195.0,95.46146146146145,173.35035035035037,,,,51.0,168.0,23.0,120.96396396396396,,,,
BambuGene1566,,,114.18318318318319,56.0,,33.0,,105.0,87.0,,,,,,
BambuGene1574,75.70270270270271,38.728728728728726,117.49849849849849,36.5045045045045,77.41441441441441,76.16916916916918,125.0,53.546546546546544,80.06506506506507,53.665665665665664,108.45645645645646,81.43243243243244,25.47847847847848,99.81981981981981,85.48248248248248
BambuGene1579,59.03603603603604,94.43343343343344,115.84684684684684,93.53453453453453,121.0,,103.0,,119.0,,161.88688688688688,,,,
BambuGene1583,46.573573573573576,88.93693693693695,94.32532532532532,60.97397397397397,66.38138138138137,111.46546546546546,60.48348348348348,51.01001001001001,35.96396396396396,65.47647647647648,74.63763763763762,79.88588588588588,59.78378378378379,74.009009009009,119.12312312312312
BambuGene1594,106.13413413413413,101.98998998999,177.0,76.97597597597598,46.23723723723723,56.733733733733736,52.22222222222223,108.85285285285286,80.69069069069069,72.25925925925927,66.1891891891892,,,,
BambuGene16,70.37537537537537,42.0,0.0,,,,,,33.512512512512515,72.0,,,,,
BambuGene1601,120.0,,,,,,,,,,,73.21621621621622,68.0,83.33133133133134,
BambuGene161,,,,,,,,,,,,109.64164164164164,,,
BambuGene1612,,,,64.0,,,,,228.0,,68.48548548548548,,,,
BambuGene163,39.995995995996,89.988988988989,62.0,138.012012012012,67.98598598598599,69.29129129129129,,93.22922922922923,96.57157157157158,54.48248248248248,81.0,,,,
BambuGene1632,,,,,,,,,,,63.86386386386386,,,,
BambuGene1634,38.46046046046046,,,,,,,86.0,,,68.0,,,,111.0
BambuGene1639,0.0,,,,,61.0,,,80.997997997998,90.93193193193193,,,54.0,,
BambuGene1646,,,,,53.286286286286284,41.84284284284285,,,,32.98398398398398,44.96296296296296,,,,
BambuGene1648,,177.0,,115.0,,,,,,,,,,,
BambuGene165,,,,,,,,92.98398398398399,,,,,,,
BambuGene1654,82.47047047047047,66.0,105.0,83.3013013013013,,110.0,83.93593593593593,57.0,53.96496496496496,,89.83583583583584,,,,
BambuGene1666,83.0,73.0,76.42842842842842,97.64964964964966,,78.95895895895896,85.96596596596598,,27.99099099099099,41.0,71.18718718718719,,,,56.4944944944945
BambuGene1668,,,,42.45645645645645,,,38.627627627627625,,,,,,,,
BambuGene1679,,,,,,32.0,,,118.0,56.0,,,,,
BambuGene1687,,,,,,,,,51.7007007007007,,57.86486486486486,,,,
BambuGene1690,63.75975975975976,62.4014014014014,40.83783783783784,60.94194194194194,83.81481481481481,49.8018018018018,84.11011011011011,41.254254254254256,60.24024024024024,54.666666666666664,37.91891891891892,62.3993993993994,50.193193193193196,41.01201201201201,87.68568568568568
BambuGene1703,,,54.0,,,,,,80.61761761761761,37.0,,,,,
BambuGene1707,,,,,,37.95995995995996,13.0,64.0,29.980980980980984,,,,,,
BambuGene171,56.24424424424424,85.0,117.15115115115114,62.83783783783784,111.32932932932933,54.0,,,131.4964964964965,,66.14314314314313,,,,
BambuGene1719,66.41341341341341,57.22822822822823,73.72272272272272,62.528528528528525,68.86486486486487,57.885885885885884,58.46846846846847,85.12212212212212,89.37437437437437,76.32432432432432,67.41541541541542,80.62462462462463,87.03403403403404,70.34234234234235,64.89189189189189
BambuGene1722,115.0,9.0,64.0,72.0,,,62.0,142.4894894894895,92.42942942942943,67.49849849849849,163.39139139139138,,,,
BambuGene1724,313.0,,,152.96796796796798,,,,,,,110.0,,,,
BambuGene1727,20.0,,,,,,,203.0,,91.0970970970971,,,39.630630630630634,,
BambuGene1732,45.786786786786784,68.49249249249249,71.77777777777777,46.71771771771772,66.98198198198199,78.85085085085085,66.66266266266265,43.406406406406404,76.43243243243244,85.57557557557557,91.88288288288288,54.2012012012012,76.86986986986987,80.17117117117117,63.80980980980981
BambuGene1743,9.0,,30.0,84.0,,,,,,,46.0,40.993993993993996,138.02902902902903,151.99699699699698,83.95295295295296
BambuGene1745,105.66766766766767,92.97197197197197,56.0,104.0,63.0,109.51751751751752,54.0,,95.0,,76.33333333333333,,,84.49449449449449,
BambuGene1747,87.96696696696696,,97.87387387387388,84.97597597597598,,51.56456456456456,,66.49749749749749,91.67667667667666,,82.02002002002001,,,,
BambuGene1749,,36.992992992992995,43.0,,,80.96796796796797,,17.0,71.0,,,,,,
BambuGene1754,82.91891891891892,86.24124124124124,88.85185185185185,117.69369369369369,,93.10310310310311,52.0,133.97897897897897,59.0,47.0,103.73573573573573,,,,
BambuGene1762,,,,88.49249249249249,,,,,51.4944944944945,,,,,,
BambuGene1777,140.85385385385388,37.985985985985984,52.147147147147145,82.66866866866867,,81.8028028028028,69.29729729729729,,55.35735735735735,106.21421421421421,66.62162162162161,,,,
BambuGene1781,,113.0,95.008008008008,54.0,32.0,,,65.46946946946947,,79.0,56.0,,,,
BambuGene1791,0.0,97.0,67.32132132132132,173.0,,50.0,,,,,,,,,
BambuGene1793,41.0,,,51.63963963963964,113.0,121.0,87.42342342342343,70.02702702702703,115.990990990991,70.11311311311312,103.0,,,,
BambuGene18,,58.92492492492492,74.11111111111111,78.0,,,,,,,147.0,,,,
BambuGene1801,,,134.0,21.0,62.82882882882883,90.05705705705705,70.0,62.62162162162162,79.0,62.62762762762763,75.64964964964966,,,,
BambuGene1812,,,,64.43943943943944,194.0,76.97897897897897,45.86486486486486,59.42342342342342,,40.192192192192195,33.910910910910914,,,,
BambuGene1814,,,,,63.81081081081081,91.96996996996997,50.05105105105105,80.02202202202201,88.23223223223223,81.3943943943944,63.46446446446447,,,,
BambuGene183,,,,60.4944944944945,,62.98298298298299,,,,,54.0,,,,
BambuGene1831,,,,,,,,,,,,50.531531531531535,49.933933933933936,84.25825825825825,73.48848848848849
BambuGene1834,0.0,44.630630630630634,106.4954954954955,60.77977977977978,101.51951951951952,26.0,,,28.7027027027027,,117.82282282282283,,,,
BambuGene1838,60.054054054054056,,67.0,,,,,63.0,,,89.0,,,,
BambuGene1840,78.49049049049049,56.0,,,,,,,,,41.993993993993996,44.97797797797798,121.58158158158159,49.63963963963964,58.773773773773776
BambuGene1854,,,,,,97.45045045045046,,,,,,,,,
BambuGene1856,,,,,,41.47947947947948,,,,,,,,,
BambuGene1861,79.0,63.6016016016016,,95.87187187187187,144.0,123.33933933933935,75.46546546546546,52.728728728728726,100.2032032032032,61.8038038038038,45.74474474474475,,,,
BambuGene1868,84.64664664664664,89.47947947947948,,59.53253253253253,42.997997997998,73.95495495495496,54.0,,56.0,,112.46246246246247,,,,
BambuGene187,,,,,132.05005005005006,,,232.1801801801802,55.5955955955956,44.0,116.15015015015015,72.56756756756756,91.92892892892894,45.0,83.0
BambuGene1872,,69.0,69.0,62.0,,,,,,,,,,,
BambuGene1894,,,,,,,,33.492492492492495,,,,,,,
BambuGene1896,,34.990990990990994,,,,,,,,,,,,,
BambuGene1898,63.489489489489486,,,,,,46.0,21.0,147.0,,51.65465465465466,,,,156.0
BambuGene190,,,,,118.0,,,,75.26626626626627,104.0,45.2052052052052,,,,
BambuGene1907,,,,,,,,,,,117.03103103103103,,,,
BambuGene1910,66.14714714714715,53.16216216216216,68.6856856856857,59.22022022022022,65.990990990991,78.83783783783784,67.52652652652652,78.05405405405406,70.21521521521521,64.12912912912913,68.2992992992993,,,,
BambuGene1918,,,,,,,,,,,,114.96696696696696,19.45845845845846,,74.54954954954955
BambuGene1920,120.5935935935936,94.03903903903904,92.33333333333334,74.66066066066065,120.43243243243244,93.45445445445446,,,48.0,74.50350350350351,97.91391391391392,28.62162162162162,,62.995995995996,50.0
BambuGene1924,,,84.0,79.49849849849849,,,,,34.98198198198198,,98.48248248248248,,,,
BambuGene194,73.52252252252252,44.613613613613616,49.46446446446447,52.51851851851851,52.414414414414416,54.45945945945946,49.67867867867868,45.63963963963964,48.98198198198198,62.43843843843844,57.369369369369366,74.27527527527528,63.912912912912915,56.09309309309309,59.05605605605606
BambuGene1945,90.32732732732732,,31.0,0.0,110.0,125.0,127.0,80.83383383383384,59.94894894894895,69.75675675675676,44.469469469469466,,,,
BambuGene1951,,76.98998998999,106.87387387387388,203.0,,,,,64.97397397397397,,67.46746746746747,50.0,,87.0,
BambuGene1955,45.99099099099099,20.0,67.05105105105105,59.966966966966964,,,,,32.48348348348348,,64.2042042042042,,,,
BambuGene1957,,108.0,,,,42.996996996997,,,,,,,,,
BambuGene196,,,,,63.0,,,,124.57557557557558,65.37537537537537,,,,,
BambuGene1960,,,,,,,,,,,,2.4864864864864864,,,
BambuGene1968,,,,,,,,,,,,,49.78278278278278,93.04304304304304,113.42542542542543
BambuGene1972,,,201.0,60.97897897897898,,,,,,,,,,,
BambuGene198,,,,,,,,,111.82182182182183,,,,,,
BambuGene1980,26.677677677677675,,,54.37037037037037,107.36536536536536,51.333333333333336,,,55.22222222222222,91.54254254254255,69.991991991992,,,,
BambuGene1997,59.0,97.0,208.0,44.46146146146146,,,86.0,144.0,109.0,,127.0,66.0,141.0,,
BambuGene2005,,,,,42.992992992992995,64.0,47.54954954954955,54.70970970970971,115.0,64.64764764764764,85.0,,,,
BambuGene2008,,,,,,,,95.0,58.945945945945944,,,,,,
BambuGene202,42.45645645645645,,79.0,119.0,57.98398398398398,84.0,37.0,31.0,74.27427427427426,,54.933933933933936,,,,
BambuGene2020,,,,,,,,,,,,193.0,,,
BambuGene2028,36.24024024024024,,,48.32432432432432,47.471471471471475,28.0,53.0,,106.9009009009009,70.45345345345345,103.34334334334335,134.0,75.37437437437438,127.38138138138137,167.0
BambuGene2030,47.1021021021021,,,,,,,,,,,87.97897897897897,,74.47447447447448,
BambuGene2040,81.91691691691692,98.0,,72.990990990991,120.0,87.94494494494495,84.27627627627628,69.46146146146145,86.23523523523524,128.7107107107107,98.43343343343344,59.0,98.0,77.0,
BambuGene2042,3.5045045045045047,78.0,69.0,203.0,61.852852852852855,58.992992992992995,93.52452452452452,,123.35135135135135,77.04504504504504,103.91991991991992,,,,
BambuGene2049,,,,48.996996996997,,,,,141.0,,,,,,
BambuGene2065,73.84084084084084,57.451451451451454,65.3903903903904,52.190190190190194,44.83483483483484,73.45945945945947,,112.47647647647648,56.1951951951952,54.0,54.97997997997998,,,,
BambuGene2074,,,,,,,,,116.16416416416416,,,,,,
BambuGene2079,65.34134134134135,41.91791791791792,62.009009009009006,61.08108108108108,161.0,117.56956956956957,101.0,53.0,38.31931931931932,11.0,58.3993993993994,43.0,98.96296296296296,47.765765765765764,
BambuGene2100,,230.0,,,,,,,12.0,,85.77977977977977,54.665665665665664,43.927927927927925,42.16216216216216,64.86386386386387
BambuGene2113,,,,,,,,,,,,,65.997997997998,67.49849849849849,
BambuGene2116,251.3053053053053,64.0,,,,,,29.495495495495497,,,,,,,
BambuGene2128,71.74974974974975,8.0,,,,,,,,,,,,,
BambuGene213,,,,,,,,,32.933933933933936,,,,,,
BambuGene2130,37.0,,87.0,143.0,95.14414414414415,274.0,,,,,54.0,,,,
BambuGene2142,166.33233233233233,,,116.97197197197197,,125.0,,,55.0,,127.0,,,,
BambuGene2147,,,,141.0,,,,,,,,,,,
BambuGene2150,41.47847847847848,,,24.286286286286284,,44.48148148148148,,,93.43243243243244,,,,,,
BambuGene2157,,,,,73.00900900900902,,,,,,106.0,,,,
BambuGene2159,,,,142.84984984984985,,,,,,,,,,,
BambuGene2174,74.86586586586587,,,,,,,,,,67.0,58.90890890890891,53.928928928928926,106.15315315315314,49.4984984984985
BambuGene2185,52.0,,,,,,165.4954954954955,,,,,,,,
BambuGene2189,,,,131.0,,36.0,75.0,,,,,,,,
BambuGene2194,,,,,,,,,144.2112112112112,,,,,,
BambuGene2196,99.23723723723724,,84.0,74.01801801801801,49.0,93.48248248248248,54.491491491491495,,63.492492492492495,95.0,67.49649649649649,,,,
BambuGene220,29.98798798798799,,,,,,80.85585585585585,,,99.988988988989,,,,,
BambuGene2210,76.89189189189189,62.56356356356356,98.45345345345345,109.51151151151151,83.75675675675676,,77.0,,60.12012012012012,78.66966966966967,70.28128128128128,,,,
BambuGene2219,28.57957957957958,,,95.0,,,,128.0,,48.0960960960961,,,,,
BambuGene2235,104.15215215215215,,23.41241241241241,45.666666666666664,82.54454454454455,106.83983983983984,62.0,64.0,56.16216216216216,135.0,62.568568568568566,,,,
BambuGene2250,,,107.15915915915916,,,,,,,,,,,,13.0
BambuGene2257,,,,,,,,,68.49149149149149,,,,,,
BambuGene226,88.4104104104104,,73.0,41.0,,84.55555555555554,58.153153153153156,51.486486486486484,62.97197197197197,45.0,73.14814814814815,9.0,58.0,41.0,
BambuGene2280,69.56756756756756,24.32132132132132,65.23023023023023,41.26426426426427,69.62962962962963,27.970970970970974,,73.95495495495496,206.0,79.0,126.993993993994,50.333333333333336,50.13513513513514,48.69569569569569,60.054054054054056
BambuGene2290,,,126.0,102.0,,53.0,,,76.33333333333333,,32.0,110.1911911911912,67.37837837837837,91.13313313313313,66.27527527527528
BambuGene2300,73.38738738738738,106.51651651651652,79.77777777777777,48.46346346346346,43.06406406406406,74.82582582582583,33.996996996997,37.35935935935936,78.66566566566567,,89.94594594594595,98.991991991992,101.8048048048048,79.0,
BambuGene2306,,,72.47747747747748,,,68.0,,,,,59.3963963963964,,,,
BambuGene2312,,,,,,224.27927927927928,26.0,,,,96.43743743743744,39.37837837837838,,9.108108108108107,
BambuGene2316,32.0,59.0,,,,41.0,,,25.6996996996997,80.0,142.87987987987987,84.48248248248248,,,34.0
BambuGene2319,,,,,,20.0,55.473473473473476,39.73973973973974,125.0,41.96096096096096,,,,,
BambuGene232,81.0,32.0,,,,,,,97.22222222222223,,63.31531531531532,,,,
BambuGene2322,126.0,,,154.0,,52.46746746746747,,148.0,,,80.996996996997,,100.49349349349349,,
BambuGene2325,,111.993993993994,49.07407407407407,113.47847847847848,,,,,,,,,,,
BambuGene2329,84.11811811811812,83.44444444444444,92.69069069069069,77.08608608608608,65.37737737737737,88.33933933933935,75.76776776776777,53.486486486486484,75.1021021021021,74.56156156156156,62.63563563563564,110.83183183183182,109.11011011011011,93.13213213213213,104.2972972972973
BambuGene2337,81.88188188188188,83.0,86.0,104.96396396396396,,,,,,,,,,,
BambuGene2339,31.0,,60.0,69.0,22.0,,,,55.612612612612615,51.0,37.98198198198198,,,,
BambuGene2341,,39.47547547547548,,,,,,,116.0,,,,,,
BambuGene2352,,,78.8028028028028,55.686686686686684,19.0,49.087087087087085,,86.0,96.30330330330331,81.34934934934935,82.49649649649649,125.97497497497497,49.73573573573574,89.25825825825825,84.0
BambuGene2367,49.0,,91.98398398398398,92.37237237237238,,,,35.0,139.45345345345345,,33.0,74.6036036036036,6.873873873873873,90.13213213213213,19.002002002002
BambuGene2377,39.194194194194196,0.0,54.2042042042042,97.47647647647648,54.25525525525526,101.46646646646647,75.24324324324324,30.0,64.78278278278279,66.42142142142143,37.35735735735736,69.35135135135135,70.0910910910911,62.89189189189189,64.83483483483484
BambuGene2392,,,,,,,,,,,,,,62.972972972972975,
BambuGene2399,,66.94794794794795,155.0,55.0,,,,,108.20220220220219,,67.73673673673673,,,,
BambuGene2405,,,,49.98298298298298,,,,,55.4984984984985,,,54.77677677677678,49.76176176176177,51.18818818818819,84.0
BambuGene2410,,,,,123.0,,,,63.15915915915916,,,,,,
BambuGene2426,,,,,,,,,,,,72.37237237237237,65.06006006006007,51.25725725725726,45.5045045045045
BambuGene2430,153.02402402402402,,101.45845845845847,151.37537537537537,,144.987987987988,,69.0,102.0,,64.0,,89.06306306306305,131.0,
BambuGene2438,71.49449449449449,64.98398398398399,127.95595595595596,85.994994994995,,83.1061061061061,,68.98198198198199,31.0,,19.79179179179179,,,,
BambuGene2449,,,32.69169169169169,,,82.0,,,54.0,,148.987987987988,,,13.0,
BambuGene2459,96.06306306306307,60.31831831831832,73.27427427427428,101.71771771771772,62.48448448448448,93.93993993993993,40.98498498498498,59.0,,,98.46846846846847,66.4104104104104,53.732732732732735,55.34234234234234,45.18318318318318
